,Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
501,2015,George Farmer,Southern California,WR,72.75,220,8.63,33,,4.38,19,34.5,123,4.27,7,
502,2015,Clay Fuller,Baylor,WR,73,210,,,,4.55,,,,,,
503,2015,Devin Funchess,Michigan,WR,76.25,232,9.75,33.5,,4.7,17,38.5,122,4.48,6.98,
504,2015,Devin Gardner,Michigan,WR,75.5,217,9.5,33.125,,4.62,15,35.5,117,4.42,6.96,
505,2015,Keyarris Garrett,Tulsa (OK),WR,75,206,9,34.5,,4.64,14,36.5,128,4.33,7.3,11.72
506,2015,Antwan Goodley,Baylor,WR,70.25,209,9.25,30.75,,4.44,,35,127,4.38,7.19,
507,2015,Christian Green,Florida State,WR,72.75,196,9,31.25,,4.54,16,34,122,4.45,7.04,
508,2015,Dorial Green-Beckham,Oklahoma,WR,77.13,237,9,32.5,20,4.49,13,33.5,119,4.45,6.89,11.89
509,2015,Deontay Greenberry,Houston,WR,73,198,9.5,31.25,,4.64,21,35.5,116,4.31,7.23,
510,2015,Rashad Greene,Florida State,WR,71.38,182,9,31.63,24,4.53,,36.5,122,4.12,6.88,
511,2015,Rannell Hall,Central Florida,WR,72.38,198,8.63,30.5,,4.6,16,41,132,4.15,6.86,
512,2015,Justin Hardy,East Carolina (NC),WR,70.25,192,10,32.13,,4.56,11,36.5,114,4.21,6.63,
513,2015,Chris Harper,California,WR,70.75,176,9.13,31.875,,4.53,11,35,120,4.36,7.03,
514,2015,Josh Harper,Frenso State (CA),WR,72.88,191,8.75,30.88,,4.64,13,32,108,4.36,7.15,12.26
515,2015,R.J. Harris,New Hampshire,WR,71.88,191,9.13,33.125,,4.68,18,37.5,127,4.2,7.23,
516,2015,Nick Harwell,Kansas,WR,71.25,193,9.63,30.125,,4.57,9,34.5,123,4.2,6.73,
517,2015,Austin Hill,Arizona,WR,74.13,214,9.75,31.625,,4.59,17,36.5,121,4.11,6.72,
518,2015,Anthony Johnson,West Texas A&M,WR,73.75,194,10.38,33,,4.56,20,24.5,102,4.83,7.93,
519,2015,Vernon Johnson,Texas A&M-Commerce,WR,72,188,9.75,31.375,,4.47,18,37,127,4.47,7.37,
520,2015,Chris Jones,Alabama,WR,70.13,182,9,32.75,,4.63,8,32.5,119,4.19,6.91,
521,2015,Tebucky Jones,Fordham (NY),WR,71,197,,,,4.53,,,,,,
522,2015,Tony Jones,Northwestern,WR,71.38,197,8.88,30.75,,4.42,,,,,,
523,2015,Malcome Kennedy,Texas A&M,WR,71.25,207,9.75,31.25,,4.57,10,31.5,119,4.26,7.1,
524,2015,Nigel King,Kansas,WR,74.13,213,9.5,31.625,,4.57,15,39.5,128,4.38,,
525,2015,Jake Kumerow,Wisconsin-Whitewater,WR,76.5,209,9.5,31.875,,4.54,15,31,113,4.26,6.9,
526,2015,Dez Lewis,Central Arkansas,WR,75.75,214,9.88,32.5,,4.58,16,33.5,119,4.28,7.11,
527,2015,Jameon Lewis,Mississippi State,WR,68.25,184,9.25,29.25,,4.57,11,29,110,4.43,7.21,
528,2015,Tony Lippett,Michigan State,WR,74.5,192,9.88,32.75,,4.61,10,36,114,4.13,6.92,11.44
529,2015,Tyler Lockett,Kansas State,WR,69.88,182,8.38,30,,4.4,,35.5,121,4.07,6.89,11.14
530,2015,Deon Long,Maryland,WR,71.63,192,9.5,31,,4.51,12,34,120,4.27,6.98,
531,2015,Keanon Lowe,Oregon,WR,68.88,186,8.75,30.375,,4.46,10,35.5,108,4.33,6.94,
532,2015,Donatella Luckett,Harding (AR),WR,71.75,211,9.25,31,,4.65,17,34,118,4.5,7.51,
533,2015,Kevonte Martin-Manley,Iowa,WR,72.13,205,9.38,32.125,,4.56,,35.5,124,4.21,6.94,
534,2015,Vince Mayle,Washington State,WR,74,224,9,31.75,,4.67,,35.5,117,4.13,6.93,
535,2015,Tre McBride,William & Mary (VA),WR,72.25,210,9,32.13,,4.41,16,38,122,4.08,6.96,11.7
536,2015,Justin McCay,Kansas,WR,74.13,210,9,33.25,,4.54,12,33,113,4.58,7.33,
537,2015,Matt Miller,Boise State,WR,74.88,220,8.88,32.5,,4.79,9,34,114,4.43,7.12,
538,2015,Matt Milton,Louisville,WR,77.38,205,8.88,34,,4.62,16,36,126,4.53,6.92,
539,2015,Ty Montgomery,Stanford,WR,71.88,221,10.13,31,,4.55,16,40.5,121,4.21,6.97,11.57
540,2015,Keith Mumphery,Michigan State,WR,71.63,215,9.13,31.13,,4.54,15,32.5,121,4.25,7.07,
541,2015,J.J. Nelson,Alabama-Birmingham,WR,70.25,156,8.25,31.13,,4.28,,36,127,4.15,7.02,11.89
542,2015,Levi Norwood,Baylor,WR,72.5,193,9.63,30.875,,4.52,,34.5,123,4.19,6.78,
543,2015,DeVante Parker,Louisville,WR,74.63,209,9.25,33.25,15,4.45,17,36.5,125,,,
544,2015,Breshad Perriman,Central Florida,WR,74,212,9.25,32,,4.52,18,36.5,127,,,
545,2015,Shakim Phillips,Boston College,WR,73,206,9.5,32.375,,4.42,17,39,127,4.33,6.97,
546,2015,Kyle Prater,Northwestern,WR,77.13,228,10.38,33.25,,4.58,20,31,121,4.24,7.07,
547,2015,Addison Richards,Regina (Canada),WR,76.38,209,8.25,30.5,,4.67,,,,,,
548,2015,Jamal Robinson,Louisiana-Lafayette,WR,75,205,,,,4.57,,,,,,
549,2015,Ezell Ruffin,San Diego State,WR,71.63,218,8.75,31.13,,4.68,17,27.5,110,4.58,7.35,12.59
550,2015,Dominic Rufran,Wyoming,WR,71.5,188,9.13,30.5,,4.55,18,33.5,121,4.29,7.21,
551,2015,Bud Sasser,Missouri,WR,74.63,210,10.13,33,,4.62,18,34.5,120,4.38,6.88,
552,2015,Ross Scheuerman,Lafayette (PA),WR,71.88,204,8.75,30,,4.62,15,33,121,4.11,7.08,11.4
553,2015,Dawon Scott,Miami (OH),WR,71,194,,,,4.54,,,,,,
554,2015,Jaxon Shipley,Texas,WR,72.13,193,9.25,30.875,,4.54,10,35.5,128,4.37,6.82,
555,2015,Tommy Shuler,Marshall (WV),WR,67,188,,,,4.68,,,,,,
556,2015,DeAndre Smelter,Georgia Tech,WR,74.13,226,11,32.63,,4.58,,,,,,
557,2015,Devin Smith,Ohio State,WR,72.38,196,9,31,,4.42,10,39,122,4.15,6.83,
558,2015,Evan Spencer,Ohio State,WR,73.38,208,10.13,31.875,,4.54,20,35,124,4.29,7.03,
559,2015,Neal Sterling,Monmouth (NJ),WR,75.38,238,9.63,33.125,,4.63,16,35.5,116,4.25,7.07,
560,2015,Jaelen Strong,Arizona State,WR,74.38,217,9,32.5,22,4.44,,42,123,4.21,7.34,
561,2015,Tacoi Sumler,Appalachian State (NC),WR,67.63,175,9.25,29.375,,4.42,13,33,118,4.4,6.96,
562,2015,Jordan Taylor,Rice (TX),WR,76.38,204,9.25,32.75,,4.54,9,36.5,122,4.46,6.69,
563,2015,Darren Waller,Georgia Tech,WR,78.13,238,9,33.25,,4.46,12,37,125,4.25,7.07,11.35
564,2015,Jarrod West,Syracuse,WR,73.88,209,10.25,30.75,,4.53,19,35.5,122,4.19,7.06,
565,2015,Brandon White,San Diego,WR,74.13,205,,,,,,,,,,
566,2015,Darius White,Missouri,WR,75,208,9.38,31.75,,4.56,13,37.5,124,4.59,7.12,
567,2015,DeAndrew White,Alabama,WR,71.5,193,9.13,31,,4.44,,34.5,118,4.18,6.97,
568,2015,Kevin White,West Virginia,WR,74.63,215,9.25,32.63,,4.35,23,36.5,123,4.14,6.92,11.52
569,2015,Jackie Williams,Central Florida,WR,69.63,190,9.13,31.25,,4.59,17,39.5,129,4.34,6.58,
570,2015,Kasen Williams,Washington,WR,73.5,219,9.25,32.625,,4.54,17,35.5,119,4.47,7.05,
571,2015,Tyrell Williams,Western Oregon,WR,75.5,204,9.88,33.5,,4.43,,39.5,127,4.17,6.74,
572,2015,Demetrius Wilson,Arkansas,WR,73.38,185,9.25,31,,4.49,4,35,124,4.34,6.65,
573,2015,Cam Worthy,East Carolina (NC),WR,74.25,211,10.13,33.5,,4.59,12,,,,,
574,2015,J.J. Worton,Central Florida,WR,73,209,9.88,30.75,,4.63,,,,,,
575,2015,Shane Wynn,Indiana,WR,66,167,8.88,29.5,,4.38,13,36,120,4.25,6.89,
576,2014,Jared Abbrederis,Wisconsin,WR,73,195,9.63,31.38,32,4.5,4,30.5,116,4.08,6.8,11.39
577,2014,Davante Adams,Frenso State (CA),WR,72.88,212,9,32.63,,4.56,14,39.5,123,4.3,6.82,
578,2014,Torrence Allen,West Texas A&M,WR,72,183,8.88,32.375,,4.41,15,40,129,4.56,7.14,
579,2014,Dri Archer,Kent State (OH),WR,67.75,173,8.88,31,,4.26,20,38,122,4.06,6.86,
580,2014,Odell Beckham,Louisiana State,WR,71.25,198,10,32.75,,4.43,7,38.5,122,3.94,6.69,10.93
581,2014,Kelvin Benjamin,Florida State,WR,77,240,10.25,34.88,7,4.61,13,32.5,117,4.39,7.33,12.08
582,2014,Chris Boyd,Vanderbilt,WR,76,206,9.63,32.63,,4.73,12,,,,,
583,2014,Corey Brown,Ohio State,WR,71.38,178,9.38,31.75,,4.51,,33,115,4.22,7.16,11.94
584,2014,John Brown,Pittsburg State (KS),WR,70,179,8.5,30.5,,4.34,8,36.5,117,4.12,6.91,11.4
585,2014,Martavis Bryant,Clemson,WR,75.75,211,9.5,32.63,14,4.42,16,39,123,4.15,7.18,
586,2014,Isaiah Burse,Frenso State (CA),WR,70.38,188,8.38,30.25,,4.58,16,31,114,3.94,6.74,11.53
587,2014,Trey Burton,Florida,WR,74.13,224,9.38,31,,4.62,,30,111,4.32,7.14,
588,2014,Michael Campanaro,Wake Forest,WR,69.38,192,9.75,30,,4.46,20,39,122,4.01,6.77,
589,2014,Brandon Coleman,Rutgers,WR,78,225,9.25,34,,4.56,21,32.5,,4.51,7.33,
590,2014,Kain Colter,Northwestern,WR,70.5,198,10,31,,4.71,11,,,4.2,6.68,
591,2014,Brandin Cooks,Oregon State,WR,69.75,189,9.63,30.75,,4.33,16,36,120,3.81,6.76,10.72
592,2014,Damian Copeland,Louisville,WR,71,184,9,31.38,,4.5,12,40,120,3.9,6.53,10.84
593,2014,Mike Davis,Texas,WR,72,197,9.38,30.25,,4.52,10,34,116,4.18,7,11.65
594,2014,Bruce Ellington,South Carolina,WR,69.38,197,9.63,31,,4.45,15,39.5,120,3.95,6.69,11.12
595,2014,Quincy Enunwa,Nebraska,WR,74,225,9.5,32.63,,4.41,19,,,,,
596,2014,Mike Evans,Texas A&M,WR,76.75,231,9.63,35.13,25,4.53,12,37,,4.26,7.08,11.58
597,2014,Shaquelle Evans,UCLA,WR,73.25,213,9.38,32,,4.51,13,34.5,122,4.21,7.07,
598,2014,Bennie Fowler,Michigan State,WR,73.25,217,9.5,32,,4.52,18,36,125,4.18,7.06,11.52
599,2014,Austin Franklin,New Mexico State,WR,70.63,189,10,31.25,,4.56,7,36,123,4.33,7.07,11.7
600,2014,Jeremy Gallon,Michigan,WR,67.5,185,9.38,29.5,,4.49,15,39.5,130,4.26,7.07,
601,2014,Ryan Grant,Tulane (LA),WR,72.38,199,9.63,31,,4.64,8,35.5,117,4.11,6.68,11.63
602,2014,Matt Hazel,Coastal Carolina (SC),WR,73,198,9.13,31.38,,4.5,15,36.5,116,4.2,7.08,11.6
603,2014,Robert Herron,Wyoming,WR,69.13,193,9.75,30.5,,4.48,18,35.5,124,4.27,6.84,
604,2014,Cody Hoffman,Brigham Young,WR,75.88,223,9.75,33.25,,4.65,13,27.5,108,4.2,6.89,
605,2014,Josh Huff,Oregon,WR,71.25,206,9.38,31.25,,4.51,14,35.5,115,4.12,6.96,
606,2014,Allen Hurns,Miami (FL),WR,73.25,198,9.25,32,,4.55,14,31,120,4.5,7.23,
607,2014,Jeff Janis,Saginaw Valley State (MI),WR,74.88,219,9,32.5,,4.42,20,37.5,123,3.98,6.64,
608,2014,T.J. Jones,Notre Dame,WR,71.63,188,10,30.625,,4.48,,33,117,4.27,6.82,
609,2014,Jarvis Landry,Louisiana State,WR,71.5,205,10.25,31.75,,4.65,12,28.5,110,4.59,7.56,
610,2014,Cody Latimer,Indiana,WR,74.5,215,9.63,32.63,,4.52,23,39,,,,
611,2014,Marqise Lee,Southern California,WR,71.75,192,9.5,31.75,,4.52,11,38,126,4.01,6.96,
612,2014,Marcus Lucas,Missouri,WR,75.75,218,9.38,33.63,,4.6,20,36,123,4.25,7.07,
613,2014,Jordan Matthews,Vanderbilt,WR,75.13,212,10.38,33.25,29,4.46,21,35.5,120,4.18,6.95,11.84
614,2014,Donte Moncrief,Mississippi,WR,74.38,221,9.13,32.38,,4.4,13,39.5,132,4.3,7.02,
615,2014,Kevin Norwood,Alabama,WR,74,198,10,32.13,,4.48,8,33,121,4.32,6.68,11.46
616,2014,Walter Powell,Murray State (KY),WR,71.38,189,9.5,31.625,,4.63,10,31.5,120,4.23,6.7,
617,2014,Tevin Reese,Baylor,WR,70.5,163,8.63,31.63,,4.46,,41,132,4.18,6.63,
618,2014,Paul Richardson,Colorado,WR,72.38,175,8.88,32.63,,4.4,,38,123,4.23,7.09,
619,2014,Allen Robinson,Penn State,WR,74.63,220,9.5,32,,4.6,,39,126,4,7,11.36
620,2014,Jalen Saunders,Oklahoma,WR,68.88,165,8.88,30,,4.44,,34,122,4.34,7.29,
621,2014,Willie Snead,Ball State (IN),WR,71,195,10.25,33,,4.62,11,33.5,112,4.39,7.19,11.96
622,2014,Josh Stewart,Oklahoma State,WR,69.88,178,9.38,30,,4.69,11,35,116,4.33,7.1,
623,2014,Devin Street,Pittsburgh,WR,74.88,198,9.25,33.38,,4.55,,37,123,4.01,6.89,
624,2014,L'Damian Washington,Missouri,WR,75.88,195,9,33.38,,4.46,8,32,114,4.35,7.19,
625,2014,Sammy Watkins,Clemson,WR,72.75,211,9.63,32,,4.43,16,34,125,4.34,6.95,
626,2014,Albert Wilson,Georgia State,WR,69.38,202,9.13,30.38,,4.43,10,37.5,123,4.21,7,
627,2013,Keenan Allen,California,WR,74,206,10,32.75,,,,,,,,
628,2013,Tavon Austin,West Virginia,WR,68.5,174,9.18,30.08,7,4.34,14,32,120,4.01,,
629,2013,Stedman Bailey,West Virginia,WR,70.25,193,9.78,32.68,,4.52,11,34.5,117,4.09,6.81,
630,2013,Alan Bonner,Jacksonville State (AL),WR,70.25,193,9.38,30.28,,4.59,14,33,117,4.15,7.04,
631,2013,Josh Boyce,Texas Christian,WR,71.13,206,9.28,31.28,,4.38,22,34,131,4.1,6.68,11.26
632,2013,Justin Brown,Oklahoma,WR,75.13,207,9.63,32,,4.6,8,30.5,117,4.31,6.96,
633,2013,Marlon Brown,Georgia,WR,75.88,213,8.38,32.75,,,10,,,,,
634,2013,Brice Butler,San Diego State,WR,75.25,214,9.38,34.5,,4.37,,39,129,4.4,6.7,
635,2013,Jasper Collins,Mount Union (OH),WR,70.25,180,9.13,29.5,,4.47,12,34.5,121,4.07,6.85,
636,2013,Marcus Davis,Virginia Tech,WR,75,233,10.28,32.68,,4.56,19,39.5,120,4.2,7.15,
637,2013,Aaron Dobson,Marshall (WV),WR,74.75,210,9,33,,4.37,16,35,121,4.33,7.19,
638,2013,Kevin Dorsey,Maryland,WR,73.38,207,9.63,33.75,,4.47,17,38,130,4.28,7.08,
639,2013,Corey Fuller,Virginia Tech,WR,74.25,204,9.48,33.28,,4.43,12,31.5,120,4.48,7.17,
640,2013,Tyrone Goard,Eastern Kentucky,WR,75.75,205,8.68,34.08,,4.5,10,36,123,4.39,6.9,
641,2013,Marquise Goodwin,Texas,WR,68.88,183,8.58,31.48,,4.27,13,42,132,4.09,6.66,
642,2013,Cobi Hamilton,Arkansas,WR,73.75,212,8.68,32.48,,4.56,11,29.5,107,4.31,7.09,
643,2013,Chris Harper,Kansas State,WR,72.75,229,9.68,32.68,33,4.55,20,35.5,116,4.39,6.89,
644,2013,Mark Harrison,Rutgers,WR,74.88,231,9.58,35.08,,4.46,17,38.5,129,4.33,6.99,11.72
645,2013,DeAndre Hopkins,Clemson,WR,73,214,10.08,33.38,,4.57,15,36,115,4.5,6.83,
646,2013,Justin Hunter,Tennessee,WR,76,196,9.38,33.28,12,4.44,,39.5,136,4.33,7.19,
647,2013,Charles Johnson,,WR,74,215,9.25,30.5,,4.39,14,39.5,133,4.31,7.04,
648,2013,Darius Johnson,Southern Methodist (TX),WR,69,179,9.18,30.28,,4.6,6,32,109,4.53,7.29,
649,2013,Brandon Kaufman,Eastern Washington,WR,77,216,9.28,32.28,,4.67,9,33.5,115,4.44,7.11,12.14
650,2013,Tavarres King,Georgia,WR,72.25,189,9.48,33.08,,4.47,11,36.5,123,4.33,6.91,
651,2013,Alec Lemon,Syracuse,WR,73.25,202,8.48,31.18,,4.59,7,32,112,4.29,7.04,
652,2013,Aaron Mellette,Elon (NC),WR,74.38,217,9.58,33.18,,4.54,9,33.5,123,4.41,7.11,
653,2013,T.J. Moe,Missouri,WR,71.5,204,9.78,30.18,,4.74,26,36,120,3.96,6.53,10.87
654,2013,Cordarrelle Patterson,Tennessee,WR,73.88,216,9.08,31.68,11,4.42,,37,128,4.4,7.28,
655,2013,Quinton Patton,Louisiana Tech,WR,72,204,9.38,32.78,,4.53,8,33,118,4.01,6.91,
656,2013,Denard Robinson,Michigan,WR,70.5,199,9.08,32.58,,4.43,,36.5,123,4.22,7.09,
657,2013,DaRick Rogers,Tennessee Tech,WR,74.5,217,9.48,32.68,,4.52,10,39.5,132,4.06,6.71,11.31
658,2013,Zach Rogers,Tennessee,WR,72.13,182,9.38,30.5,,4.46,13,32,115,4.22,6.76,
659,2013,Lanear Sampson,Baylor,WR,71.13,204,9.28,30.68,,4.46,20,33.5,119,4.38,7.1,11.87
660,2013,Ace Sanders,South Carolina,WR,67,173,8.78,29.48,,4.58,7,32,117,4.37,6.81,11.29
661,2013,Mike Smith,Kansas,WR,72,197,9.75,31,,4.59,10,33,118,4.37,7.03,
662,2013,Rodney Smith,Florida State,WR,76.38,225,10.38,34.68,,4.51,,34.5,120,4.07,7.03,11.84
663,2013,Ryan Spadola,Lehigh (PA),WR,73.25,204,9.68,30.68,,4.48,15,33.5,119,4.07,6.72,11.35
664,2013,Kenny Stills,Oklahoma,WR,72.5,194,9.08,30.48,,4.38,16,33.5,124,4.35,7.13,
665,2013,Ryan Swope,Texas A&M,WR,72.13,205,8.48,31.38,,4.34,16,37,125,4.25,6.76,
666,2013,Kenbrell Thompkins,Cincinnati,WR,72.63,193,8.68,32.28,,4.54,8,33.5,121,4.21,6.88,11.9
667,2013,Conner Vernon,Duke,WR,72.25,196,9.28,30.48,,4.68,,32.5,125,4.22,6.93,11.34
668,2013,Markus Wheaton,Oregon State,WR,71,189,9.18,32.68,,4.45,20,37,120,4.02,6.8,11.16
669,2013,Terrance Williams,Baylor,WR,74,208,8.68,31.28,,4.52,11,32.5,119,4.32,7.01,11.5
670,2013,Marquess Wilson,Washington State,WR,74.63,194,9.28,31.18,,4.51,7,34.5,122,4.33,6.65,
671,2013,Robert Woods,Southern California,WR,72.38,201,9.28,31.08,23,4.51,14,33.5,117,4.47,7.15,
672,2012,Joe Adams,Arkansas,WR,70.63,179,9.38,31.88,,4.51,7,36,123,4.18,7.09,
673,2012,Tim Benford,Tennessee Tech,WR,71.25,205,8.88,33.125,,4.51,15,33,121,4.35,7.3,
674,2012,Travis Benjamin,Miami (FL),WR,69.88,172,8.75,31.75,,4.31,14,38,119,4.17,6.96,
675,2012,Justin Blackmon,Oklahoma State,WR,72.88,207,9.25,32.5,,4.48,14,35,123,4.38,7.13,
676,2012,Jarrett Boykin,Virginia Tech,WR,73.75,217,10.25,32.25,,4.62,11,36,123,4.28,7.12,11.22
677,2012,LaVon Brazill,Ohio,WR,70.63,192,9.75,32,,4.43,11,32.5,118,4.37,,
678,2012,Ryan Broyles,Oklahoma,WR,70.13,192,9,30.25,,4.57,21,,,,,
679,2012,Brandon Carswell,Southern California,WR,73,201,,,,4.47,18,34,112,4.22,7.04,
680,2012,Greg Childs,Arkansas,WR,75.13,219,10.13,34.13,,4.52,19,36.5,125,4.09,6.9,
681,2012,Toney Clemons,Colorado,WR,74.13,210,,,,4.4,11,36,128,4.33,6.93,
682,2012,Danny Coale,Virginia Tech,WR,71.88,201,9.13,30.63,,4.42,12,35,115,4.15,6.69,11.22
683,2012,Josh Cooper,Oklahoma State,WR,70.63,190,9.5,31,,4.65,11,31.5,115,4.35,7.12,
684,2012,Juron Criner,Arizona,WR,74.5,224,10.5,32,,4.66,17,38,117,4.3,7.15,
685,2012,B.J. Cunningham,Michigan State,WR,73.38,211,8.13,33,,4.52,12,31.5,116,4.31,7.1,
686,2012,Jeremy Ebert,Northwestern,WR,70.75,200,,,,4.38,16,33,112,4.15,6.7,
687,2012,Patrick Edwards,Houston,WR,69.25,172,8.38,29.63,,4.58,5,33.5,118,4.2,7.12,
688,2012,Michael Floyd,Notre Dame,WR,74.63,220,9.38,32.88,,4.4,16,36.5,122,4.37,7.11,
689,2012,Jeff Fuller,Texas A&M,WR,76.13,223,9.88,33.63,,4.58,17,32,120,4.42,7.09,
690,2012,Chris Givens,Wake Forest,WR,71.13,198,8.25,31.25,,4.35,19,33.5,118,4.23,6.97,
691,2012,T.J. Graham,North Carolina State,WR,71.38,188,9,32.75,,4.34,8,33.5,120,4.18,6.77,
692,2012,Darius Hanks,Alabama,WR,71.63,184,9.5,31.75,,4.52,11,34,117,4.28,6.87,
693,2012,Junior Hemingway,Michigan,WR,72.88,225,9.63,32.5,,4.48,21,35.5,124,3.98,6.59,11.16
694,2012,Stephen Hill,Georgia Tech,WR,76,215,9.38,33.38,,4.28,14,39.5,133,4.48,6.88,11.43
695,2012,T.Y. Hilton,Florida International,WR,69.5,183,8.5,32,,4.37,7,35.5,119,4.36,7.03,
696,2012,Jerrell Jackson,Missouri,WR,72.25,196,9.25,32.88,,4.5,22,41,127,4.11,6.82,11.08
697,2012,Alshon Jeffery,South Carolina,WR,74.88,216,10.25,33,,4.48,,36.5,122,4.17,6.71,
698,2012,A.J. Jenkins,Illinois,WR,72.25,190,9.5,32.75,,4.37,12,38.5,124,4.12,6.73,
699,2012,Dwight Jones,North Carolina,WR,75.25,230,9,34,,4.51,14,33,109,,,
700,2012,Marvin Jones,California,WR,73.88,199,10,33.13,,4.46,22,33,112,4.11,6.81,11.47
701,2012,Jermaine Kearse,Washington,WR,72.88,209,9.25,32.13,,4.5,14,34,119,4.12,7.03,
702,2012,Keshawn Martin,Michigan State,WR,71.5,188,9.25,31.5,,4.42,13,39.5,122,4.13,6.85,11.16
703,2012,Rishard Matthews,Nevada,WR,72.38,217,9.13,32.5,,4.54,20,36,123,4.19,6.88,11.25
704,2012,Marquis Maze,Alabama,WR,68.13,186,9,29.75,,4.51,,33.5,112,4.33,6.9,
705,2012,Marvin McNutt,Iowa,WR,74.75,216,10,32,,4.48,,37,122,4.07,7.15,11.62
706,2012,Kashif Moore,Connecticut,WR,69,180,9.63,31,,4.36,19,43.5,126,4.05,6.82,
707,2012,Derek Moye,Penn State,WR,76.25,209,8.25,32.75,,4.46,10,33.5,115,4.23,6.96,
708,2012,Chris Owusu,Stanford,WR,72.13,196,8.5,31.75,,4.31,19,40.5,129,4.11,6.85,11.22
709,2012,Eric Page,Toledo,WR,68.88,186,9,29,,4.5,15,30,112,3.98,6.95,11.47
710,2012,DeVier Posey,Ohio State,WR,73.63,211,9.63,31.63,,4.39,14,36.5,123,4.15,7.03,
711,2012,Brian Quick,Appalachian State (NC),WR,75.5,220,9.75,34.25,,4.5,15,34,119,4.23,7.1,
712,2012,Rueben Randle,Louisiana State,WR,74.88,210,9.5,33,,4.55,15,31,121,4.36,6.99,11.78
713,2012,Gerell Robinson,Arizona State,WR,75.13,227,10.13,33,,4.54,,35.5,113,4.15,7.1,
714,2012,James Rodgers,Oregon State,WR,66.75,184,8.75,29.63,,4.61,19,37,115,4.23,6.93,
715,2012,Mohamed Sanu,Rutgers,WR,73.5,211,10.13,33.5,,4.62,19,36,126,4.22,6.88,
716,2012,Tommy Streeter,Miami (FL),WR,76.88,219,9.5,34.75,,4.37,17,33,125,4.36,7.08,
717,2012,Julian Talley,Massachusetts,WR,72.88,190,,,,4.57,14,41.5,128,4.09,6.65,
718,2012,Nick Toon,Wisconsin,WR,73.88,215,9,32.5,,4.49,18,37.5,130,,,
719,2012,Jordan White,Western Michigan,WR,71.75,208,9.25,31.5,,4.63,14,35,119,4.13,6.84,11.4
720,2012,Jarius Wright,Arkansas,WR,69.63,182,8.5,31.5,,4.39,11,38,120,4.03,6.93,
721,2012,Kendall Wright,Baylor,WR,70.25,196,8.63,30.5,,4.49,4,38.5,121,4.18,6.93,
722,2012,Devon Wylie,Frenso State (CA),WR,69.25,187,9.5,30.25,,4.36,17,39,123,4.16,6.82,
723,2011,Darvin Adams,Auburn,WR,74.13,190,9.25,34,,4.56,,35,117,4.33,6.98,
724,2011,Jon Baldwin,Pittsburgh,WR,76.38,228,10.13,33.63,14,4.49,20,42,129,4.34,7.07,11.4
725,2011,Armon Binns,Cincinnati,WR,75,209,9.5,32.5,,4.5,13,31.5,118,4.31,6.86,
726,2011,DeAndre Brown,Southern Mississippi,WR,77.63,233,9.63,33.25,,4.59,20,29,117,4.33,6.93,
727,2011,Vincent Brown,San Diego State,WR,71.25,187,10.25,33,,4.68,12,33.5,121,4.25,6.64,
728,2011,Stephen Burton,West Texas A&M,WR,73.38,221,9.13,32,,4.5,19,34.5,117,4.31,7.04,
729,2011,Randall Cobb,Kentucky,WR,70.25,191,9.38,31,,4.46,16,33.5,115,4.34,7.08,11.56
730,2011,Mark Dell,Michigan State,WR,72.25,193,9.5,32.75,,4.54,14,33,117,4.15,6.89,
731,2011,Tandon Doss,Indiana,WR,74,201,10.13,31.25,,4.56,14,33.5,116,4.22,6.91,
732,2011,Kris Durham,Georgia,WR,77.25,216,,,,4.46,17,36,121,4.41,6.89,
733,2011,Edmond Gates,Abilene Christian (TX),WR,71.75,192,9.38,30.75,,4.49,16,40,131,4.17,6.87,
734,2011,A.J. Green,Georgia,WR,75.63,211,9.25,34.38,10,4.48,18,34.5,126,4.21,6.91,11.46
735,2011,Tori Gurley,South Carolina,WR,76.13,216,9.75,35,,4.53,15,33.5,118,4.25,7.05,11.6
736,2011,Jamel Hamler,Frenso State (CA),WR,73,193,10,32.25,,4.68,4,32,112,4.18,7.16,
737,2011,Leonard Hankerson,Miami (FL),WR,73.5,209,10.63,32.25,,4.4,14,36,117,4.21,6.94,11.37
738,2011,Dwayne Harris,East Carolina (NC),WR,70.38,203,10.13,31.13,,4.53,10,34,111,4.21,6.77,11.68
739,2011,Andre Holmes,Hillsdale (MI),WR,76.38,210,8.63,34,,4.51,11,35,130,4.31,6.69,11.4
740,2011,Lestar Jean,Florida Atlantic,WR,75,215,9,33,,4.61,14,37.5,113,4.43,7.45,11.68
741,2011,Jerrel Jernigan,Troy (AL),WR,68.88,185,9.25,32,,4.46,11,37.5,117,4.25,7.07,11.57
742,2011,Ronald Johnson,Southern California,WR,71.25,199,9,30.75,,4.46,16,37.5,124,4.28,6.64,
743,2011,Julio Jones,Alabama,WR,74.75,220,9.75,33.75,,4.34,17,38.5,135,4.25,6.66,11.07
744,2011,Jeremy Kerley,Texas Christian,WR,69.5,189,9,30,,4.56,16,34.5,120,3.99,6.7,
745,2011,Greg Little,North Carolina,WR,74.5,231,9.13,33.25,,4.51,27,40.5,129,4.21,6.8,11.28
746,2011,Ricardo Lockette,Fort Valley State (GA),WR,74.13,211,9.75,33.75,,4.34,22,35.5,127,4.19,7.15,11.27
